Unnamed: 0,MainHaloID,HaloID,Galaxy_Type,r,X,Y,Z,Vx,Vy,Vz,R200c,Distancia XY,Distancia YZ,Distancia XZ,m_rx,m_ry,m_rz,m_mean,Dispersion,Tamaño Angular del grupo XY (arcsec),Tamaño Angular del grupo YZ (arcsec),Tamaño Angular del grupo XZ (arcsec),Brillo Superficial,R200
107449.0,12577997640,12577997640,0,-18.307438,88712.39,29429.16,6212.9116,335.83,390.07,-86.6,69.868484,93466.375,30077.828,88929.68,16.545841,14.083797,16.437794,15.689144,92.12993673538146,10.764357,33.449852,11.313494,21.665289,
110138.0,12578221157,12578221157,0,-20.091494,89462.54,30749.842,285246.0,9.75,-49.59,-245.49,85.21008,94599.67,286898.66,298946.2,14.787954,17.19715,17.28647,16.423859,162.99687853114773,12.970698,4.276859,4.1045012,21.195986,
215547.0,12588351230,12588351230,0,-20.728992,130841.72,58713.918,523833.28,-192.7,96.76,-73.44,105.431015,143411.58,527113.5,539926.75,15.053928,17.880527,17.932682,16.955713,163.16828041461784,10.586353,2.8802269,2.8118749,20.244034,
112294.0,12578844748,12578844748,0,-20.641602,76404.02,59056.016,369795.22,479.29,-25.97,234.96,113.329056,96567.01,374481.16,377605.72,14.282543,17.225548,17.243591,16.25056,148.63093444656786,16.899513,4.3578644,4.321805,20.881569,
12459.0,12569888492,12569888492,0,-19.77041,9748.177,91057.18,77283.266,-221.29,14.87,-43.51,80.59487,91577.49,119432.46,77895.64,15.038534,15.615202,14.687155,15.113629,90.15951272888816,12.673037,9.717337,14.898965,20.881296,
5830.0,12568961686,12568961686,0,-13.757656,18620.127,5780.5073,342889.12,-13.28,366.42,-483.54,32.925137,19496.754,342937.84,343394.3,17.692154,23.918423,23.92131,21.843964,22.576365263991736,24.317904,1.3825303,1.3806926,23.46377,
6240.0,12569005141,12569005141,0,-17.669258,19957.87,34205.918,403984.75,1.49,239.24,-264.24,53.44905,39602.543,405430.28,404477.44,15.319359,20.370323,20.365215,18.684965,53.77746904491303,19.434723,1.8983938,1.9028659,22.287745,
111066.0,12578918377,12578918377,0,-19.832947,55251.98,50908.69,437637.78,383.06,269.69,-277.86,78.39813,75129.734,440588.84,441111.78,14.546112,18.387222,18.389793,17.10771,133.67956440376062,15.026427,2.5623276,2.5592902,21.26747,
202730.0,12587330271,12587330271,0,-20.306433,97472.47,6406.6665,26182.068,229.22,-173.42,-141.0,73.10206,97682.79,26954.518,100927.61,14.642656,11.846727,14.713617,13.734334,139.22481987950974,10.7764,39.05317,10.42994,20.551386,
3824.0,12568916857,12568916857,0,-17.697903,6337.6294,29825.443,340367.72,-533.68,-370.34,-614.99,49.7243,30491.354,341671.97,340426.72,14.7229805,19.970142,19.962215,18.218447,60.47817839998567,23.482965,2.0956647,2.1033304,22.310225,
12580.0,12569592611,12569592611,0,-18.944633,4304.845,59343.37,436479.12,88.89,154.98,-98.54,63.480003,59499.305,440494.78,436500.34,14.927925,19.27507,19.255287,17.819427,192.89058672583045,15.363383,2.075194,2.094184,21.631517,
118521.0,12578845322,12578845322,0,-20.764376,77807.62,69275.14,363502.28,339.65,101.88,116.3,106.49041,104178.07,370044.53,371736.38,14.324507,17.076895,17.086802,16.162735,193.2127895319873,14.719603,4.1439924,4.125132,20.680542,
113075.0,12579167149,12579167149,0,-20.17057,54341.8,107631.27,4991.6577,232.53,-14.57,-190.31,90.516655,120571.65,107746.97,54570.58,15.235657,14.991455,13.514221,14.580444,229.66866819321635,10.810492,12.097218,23.885307,21.134329,
224964.0,12588243093,12588243093,0,-19.85905,120702.36,53329.17,414082.06,-70.3,536.05,178.2,81.40065,131958.56,417502.03,431315.44,15.743137,18.244244,18.314926,17.434103,120.33116349209092,8.882855,2.8075774,2.7176614,21.038486,
116417.0,12578696024,12578696024,0,-20.014143,51021.688,43452.37,162307.64,-301.15,-374.07,294.18,82.580864,67017.32,168023.45,170138.12,14.116793,16.112703,16.139864,15.456454,154.88448418534247,17.7441,7.0773687,6.9894037,21.118193,
